Id,Body
834,"Decisions that may be perceived as negative, such as stopping or de-prioritizing an initiative. We need to be comfortable with making strategic decisions earlier on what to pursue but more importantly, what not to pursue."
836,"The vision and strategy for international expansion are not clear. It seems elusive and secretive and the perception is that if there is a strategy, it is not well thought out."
839,"When organizational change decisions are made CFA could do a better job of recognizing the need for and putting in place a change management strategy.  Elements of a change plan include bringing Staff along before the changes are made (communicating with them as people who have a need and right to know and who can handle change) and putting in place resources, systems and processes to enable the organization to support/adopt the changes after they go into place."
841,"Org structure. Our current structure contains some misalignments that overcomplicate delivery, slow us down, and create debate unnecessarily about decision ownership."
845,Communication with candidates when they are interviewing.  The process is entirely too long and dishonors people's time.
846,We could improve organizational decisions by being clearer and simpler.
848,Decisions around technology for staff.
852,"In my role, I am rarely empowered to make ""decisions"". I create recommendations that then have to be shared with others for input. The ability to actually make a decision and move forward would greatly increase the speed with which I can do my job. Instead, it's an entire process of ""running things up the hierarchy"" before a decision is made which sometimes adds months to the timelines."
854,"Provide cohesive technology solutions - within in each department I have worked, that leadership team has decided on technology solutions because the current ""tool box"" offered doesn't perform as needed or DTT is unable to move as quickly as needed. Utilizing Teams over Bluejeans when Macs don't seem to operate as well using Teams."
856,"It bothers me so much that CFA puts me and others like me in a box. I do not have a degree. My department has (during a reorg) put me in a position that had a preferred requirement of a masters degree and yet, I can't even apply for or get very far in the application process I want to apply for even for a preferred requirement of a bachelors degree. I have proven I do not need a degree to be successful but some how CFA has chosen to tell me what I can do by putting me in a position (with high requirements) when it fits their need but not when I want to grow and try a new position that I would excel in. Bet on people. Especially when they are already your people with a great track record."
858,"DIVERSITY decisions - appearance, thoughts, etc. Everyone shouldn't look the same at CFA (all white men) or majority White women. Everyone doesn't have to think the same either. Jesus is love. Spread more of that and don't be so committed to antiquated ways of thinking. CFA is and has made improvements, but let's keep it going."
859,The rate of speed to make decisions can be slow but I know it is because they are careful and cautious.
863,"Hiring decisions. It seems like Chick-fil-A, Inc.'s middle management makes hiring decisions that do not make sense. For example, a contractor who is doing amazing work for our company for almost 10 years doing the exact same work as a staff position applies for a position and gets turned down because they don't have a college degree even though there are several (10+) co-workers recommending this person and has proof of her work to show that she deserves the position."
865,"Internal hires or moves. Though the focus on ""how"" is important, as well as a culture fit..If the person is not equipped to do the job well or not a good fit for the position, that will eventually have a negative impact on their performance as well as the work of others around them."
867,"As we grow larger as a company, decisions with small financial impact or decisions that affect only internal Support Center teams should be owned at the individual team or workstream level."
871,"Organizational priorities - the pace of the business is moving so rapidly, and we need departments to align to THE organizational priorities, not add additional priorities to the strategic bets/organization priorities. Too many priorities means nothing will be priority."
872,"CFA is so focused on growing people and giving people other opportunities within CFA, that when a person moves roles, their vacated role puts a burden on those left behind.  CFA hires excellent people but they need to do it faster, much faster.   And hiring so many people.  I know CFA does not want to lay people off and we are only growing so I don't really see that happening, but it is a little unnerving with CFA hiring so many people."
873,"Mid-level leadership. I am curious how we both better evaluate and pour into mid-level leadership. I have heard from mid-level leaders that they have never received constructive feedback in their career and yet their direct reports and colleagues are sharing the feedback with others. I have also experienced some negative HR comments from leaders as well as direct lies because they felt like they were not able to share the full story. Leaders need to be coached on a balance between discretion and transparency and knowing that it is okay to say ""I am not able to provide more information at this time"". The coaching can also extend to including an individual on their career journey and not making assumptions on whether they do/do not want to take on work based on their home situation/maternity leaves."
875,"Standardized processes and tools - The company has lots of cross team and department work and without a standard process and/or tool communication and understanding breaks down. Below is details on why this important and how a common focus/decision on this could help Why have a common tool for program management?  Cross Company Visibility  Currently we just have transparency in departments and not across the organization. Creating silos and lack of a corporate roadmap and milestone to be easily seen.  Central Communication Sharing  One source of truth across the organization for sharing requirements input and updates. Ex. SMEs across the organization can easily see and contribute to what individual teams are working on. Currently WHED SMEs get updates through emails or calls, one tool could give them a chance for asynchronous insight and feedback.  Central Documentation  Get documentation out of emails. One tool would allow a one stop shop for anyone to go to when looking for documentation, requirements, links, etc.   Inter-department Dependencies Tracking  Ex. L&D is working with DTT on requirements, using 2 different tools doesn't allow for work to be shared, dependencies to be tracked, or scope to be easily reviewed.  Decrease Ramp Up Time  Ex. Team member moves from L&D to Supply Chain. There is time to learn a new work tracking system. This time could be mitigated if a common tool was in place.  Team Members Able to Work in One Tools  Ex. Alex Estes working in Leankit and Jira to support multiple teams."
876,Chick-fil-A middle management talent decisions. Middle man
879,"duplication of work within multiple departments such as L+D, Talent, Marketing, and Field Ops -- often feels as if we are working on same work and not clear direction for plan forward, takes lot of time to arrive at what success is and should be to serve the business and align with the strategic bets."
881,"As we grow in size as a company, there will be an ever-increasing need to communicate/interpret/implement large scale decisions at the departmental and functional team levels. At times, there is a slowdown as to when Staff learn from their dept/functional teams how a decision impacts their work. This can lead to Staff seeking clarity faster beyond their org chart channels to learn things as fast as possible to learn the implications of decisions."
882,Sometimes the use of our people resources do not always Make sense. we will have some teams/people in our department that are overworking and others that are underworking. We need to have a better balance.
883,How fast and how many people we are hiring. Are we growing too fast? How often we reorganize our departments.
884,Departments interview and hire differently. Consistency is needed.
885,Still if feels like upper leadership needs to have approval on most things. Even the small details or issues. VPs feel at times they need to have knowledge and decisions.
886,"Group decisions - not everyone fits inside a single box.  While some choice is given and you hear a lot about choice in large meetings, on the smaller team level, department leaders could do better."
889,People Leadership
892,Some of the recent menu updates (i.e. one size for shakes/speciality beverages) were not well communicated to guests.
895,Talent Management System
900,How we talk about DEI externally
901,"I would love for someone to look at CFA holistically and see if there are any efficiencies. Sometimes, I think we structure our departments based on leadership. Some leaders hold tight to the way it's always been done while some want what's best for the future of the org. We all spent a lot of time with the capabilities but then we never saw them again."
902,"Trying to straddle our culture and our growth - I don't think what makes CFA, CFA is well-defined, and therefore, any change is slow-going"
903,"the speed in which we are selecting staff. being part of TA, and watching people leave CFA with less than 5 years on staff, is evidence it was not a good fit. We need to spend more time vetting, and if we don't have enough time, we need to slow down on permanent full time and hire more contingent. our urgency to ""fill"" is impacting our rigor to make the right and best decision.  ""We have to become better before we become bigger"""
904,"CFA, Inc. could improve upon people decisions in the upper echelons of leadership. Not necessarily the quality of the leaders-- but we could have a greater focus on diversity of thought, background, ethnicity, etc. It would also be nice to understand why certain people decisions are made, and why they're made at a specific time. Sometimes decisions can feel random and sudden."
906,Speed to assist Operators and launch productive tools to help Team Member complexity
907,Headcount- the amount of staff needed to execute our strategic bets
908,"Remote work/satellite work options. We may not feel that we're losing talent because of it and if we are, ""everyone wants to work for CFA,"" or ""they're just not sold out on CFA,"" so it's not that big a deal, but that feels really cavalier and not like us. It shouldn't be a negative against someone or an indication that they wouldn't perform or be loyal and committed to CFA if they desire to work remotely for the majority or almost the entirety of their month (and I'm actually not one of those people...I LOVE the new hybrid model!). If we want to increase regional/geographic diversity, diversity of experience and even diversity of age, we need to move towards being more be open to those who want and/or need newer work models."
909,We talk a lot about DEI but there appears to be a lot of inequities when it comes to leveling and salaries. There are staff with the same titles making more money just because of the team they are on or because of who they know. Can we start looking at equity in terms of pay?
911,"This isn't a specific example, but a ""culture of over preparedness, excessive stakeholder management"" resonates with me. I spend a lot of time pursuing excellence in all that I do which, in theory, that is a great value, but I often feel too much pressure in this area."
914,Who becomes a people leader
915,speed of which decisions are made
916,"Diversity, Equity and Inclusion There needs to be intentionality around selections to make leadership more diverse."
917,Official policy on degree(s) required for roles and how that affects the ability to move across the organization. There is a lot of back and forth within Talent Experience/Talent Acquisition and it creates confusion.
921,"Budget - we can be slow to fund initiatives, bodies of work, & strategies that have longer-term impact or that may impact Support Center staff specifically. While I wholeheartedly understand why the support center exists and agree that we must serve and support our Operators; we sometimes seem to ignore those things that would help support staff not thinking about the fact that when staff has the resources (budget, people, technology) to do their jobs, they can better support the Operators."
924,"Not enforcing or even encouraging in-person work/ slow to return to the office  -results in lack of accountability, productivity and creativity -creates 'haves' and 'have nots' of those that need to come into the office for their roles  -office amenities and engagement are not as robust as when full staff is in attendance"
926,I have not experienced having a strategic plan to guide prioritization decisions across different initiatives impacting the same audience such as Staff and People Leaders. A suggestion would be to have Sr Leadership look at a roll-up of all initiatives and prioritize the value created for vs. effort required from impacted audiences.
927,Ones that are politically sensitive/with interpersonal ramifications (eg: Flexible Future - is it principle based or a rule of 10 days?) be clear vs vague where you are afraid your answers will polarize people or damage culture.
928,Anything internal that may be perceived as tax to our culture if things don't go as planned (Average of 10 days in office guideline.  Took forever to get to the decision and it is not being reinforced consistently.)
932,"Making decisions about Staff based on how it will make the Operators feel.  We are here to support our Operators, but I don't feel we should have Operators dictating decisions that impact Staff.  We all work for Chick-fil-A, Staff and Operators."
934,"Sometimes we can ""over-science"" things, especially in the Talent department. Our leaders are leading already complex work - sometimes I think we can help them cut through that complexity by bringing more simplicity to their people-focused work."
938,"At times, EC directives can be vague and not as clear; some leaders struggle with operating in the gray and would rather the EC be more black and white. Example - some leaders struggled with creating department cornerstones because they were comparing and contrasting with other departments; do we track days in office days or not? How many cornerstones should we have? If we have too many, Staff will look for opportunities elsewhere."
946,"The performance review process at CFA is very inconsistent across departments and sometimes within departments.  I think it is great that feedback is provided for not just the ""what"" was accomplished but ""how"" it was accomplished.  I think when it comes to the rating portion some departments weigh the ""how"" heavier than others.  Since the ""how"" is the subjective part it seems like inconsistencies are more likely."
947,"Planning Process: The amount of initiatives/efforts that are pushed through planning. We need to consider the people impacts and capacity of these initiatives to include: -Intended outcomes - what does success look like and when we do perceive it being achieved? -Who is impacted? - who will be asked to do something new and different and to what extent?  -Readiness - is the organization ready to support this effort - money, time/capacity of resources who will charged to execute it, and resources AND are our people able and ready to absorb/adopt, engage and own this new initiative. Do they have capacity to do so? -Dependencies - what are the dependencies of this effort on other efforts taking place now or others planned for the future. These are just a few but our planning process HAS to shift and how we make decisions at the planning juncture has change and be aligned with the broader org business objectives in order to drive effective decision making to be effective at the leader, mid-level leader, and staff level. Additionally, when decision making and clarity it missing at the org planning level, it has a direct impact on Staff experience, productivity, role clarity, role movement, fatigue, lack of capacity, etc."
948,"Understanding personal and team bandwidth to appropriately Staff, including vetted decisions about the efficiency of technology to ease the workload."
950,Our contracts process to engage with new vendors is incredibly slow. Many times we are needing the resource far before the process started and a 3-6 months contract review period feels excessive.
951,Finding talent - I have heard from several people that they are acting as their own recruiter. We have lost several good candidates due to slow pace and also wasted time interviewing candidates when the recruiter has not clearly communicated expectations of the role. The market is more competitive than ever and we need to be more organized and prepared once we are actively recruiting for open roles.
952,"Staffing levels to support the work.   With the business growing at the rate that it is, there doesn't seem to be enough Staff to support the growth, even though there seems to be lots of hiring.   It seems we are behind and that Staff are often over worked and/or quality can suffer due to working at such a speed due to the workload."
953,"Understandably, the employment market has changed, however, with the speed of growth, and many departments bursting at the seams with added responsibilities for current staff, there is room for growth with the speed at which new positions are approved to fill."
955,Legal Decisions - we approach a lot of our decisions with the intent of having 0 risk without business value into consideration. This slows down projects and can lead it in-efficient processes and processes that are not scalable.
958,Systems - the process to add a new system or change an existing system seems to take a considerable amount of time. The number of communication vehicles we have to stay connected to one another are overwhelming. I feel like I can never step away from work. It is hard to keep up with the volume of email messages and messages in Teams.
965,Prioritizing rollouts.
967,I think we still have work to do on the career opportunity clarity.  Especially when it pertains to job levels and how those are vetted and decided.
972,"very senior leaders (EC) spend too much time on decisions they don't need to be making (i.e., facial hair policy)"
973,Recognition and promotion of high performers
974,"More about speed of decision-making, who is involved and risk profile vs a particular type of decision."
975,Decisions that have a level of risk or unknown factors or that are too far outside of the box.  Some decisions challenge the existing mental model for how CFA does work or what support looks like or to what extent the Operators must be happy with it.  These decisions seem to challenge leaders.
977,Speed to market for innovation initiatives
978,"Operator Selection for Multi-Unit - I spoke with an Operator who attacked the Operator agreement and the ""deal"". After the conversation, I saw he received a second Restaurant a few months prior - he received what he wanted, and he no longer had to pretend."
979,"Middle to lower importance level of decisions:  At some point, these decisions are made by middle managers, but still, require the sign-off of a certain level of leadership leading to a lengtherier process."
980,Need to make decisions more quickly
984,Cross departmental decision making. There often is unclear decision making sponsorship on cross-functional/cross-departmental projects.
986,"Employee growth/promotions, promotion decision seem to be based on who is ""friends"" of the leader not on the work output. It feels like who you know is more important than the work you do."
989,"The process needs to be faster, more efficient"
990,"Decision-making gets clouded by relationships.  Decisions are often made with a bias toward protecting the feelings of a few at great expense to the broader populations.  A number of people have expressed concerns to me about the influence that a handful of ?old guard? operators and tenured staff have on senior leaders.  The squeaky wheel gets the grease, even if the decision is not beneficial to the broader population."
994,"Planning - sequencing of events, the quantity and organization of cross-functional teams that slow down decision making, treating headcount and budget totally separate..."
995,"We need to improve our decision making on how to build a business model of the future while also maintaining our ""secret sauce.""  We need to determine how to keep Operators engaged and the core of what we do but also adapt the Operator model to develop a market ecosystem to allow for growth in the future.  Right now, those decisions are too slow or hesitant about true transition for the future."
997,We could be better at making decisions more quickly where we're trying to test and learn.
998,"Decisions around career bands/leveling of roles: this area needs a big check-up across the business. They are out of alignment within departments and teams, and they are not consistent from department to department. Examples: - Roles that evolved or have changed with increased responsibilities are not re-leveled. - Moving someone into a role and dropping the level that was previously at a higher level."
1000,Less of a meeting-based culture where the majority of the day is spent in meetings
1005,"Decisions about moving quickly to make sure the business is prepared for what Customers want, vs our competitors."
1006,"Short-term priorities. We say yes to a lot, making it easy to feel overwhelmed."
1008,Leadership - at various levels- should continually assess what decisions they beee to be making vs delegating. Our SVP shouldn?t be making choices on font colors or $75k budget variances in this time of tremendous growth a d speed..
1011,Hiring diverse talent
1014,Chick-fil-A could do a better job at making customer-based decisions when it comes to the experience and design of programs.
1016,"Support for the current business today. Often times resources across the org are on the ""new"" and not here to help what we need today for Operators. This happens a lot with DTT partners."
1018,more room for growth within current leveling system
1019,Decisions that due to the culture require a lot of approvals up through leadership that create bureaucracy and stall those decisions for which timing is critical to executing.  There is a need for more understanding of decision autonomy.
1021,Consistency on job levels across the organization. Feels like there are inconsistencies on levels from one department to another.
1022,People leader decisions
1026,"We tend to be slower than the industry, speed up decisions."
1027,Decisions around clarity of ownership - what team has the decision on what - AST vs. department vs. strategic bet and audience teams
1028,"Brand and Business Decisions- Chick-fil-A has experienced incredible success by doing the things that don't always make the most ""cents"" (closed on Sundays, Operator agreement, emphasizing hospitality, etc.) but those moved have proven to be incredibly valuable for our brand. I have experienced a greater swing towards prioritizing the ""cents"" over the brand/heart piece, and while both are incredibly important, I don't want us to lose that ability to make brand and business decision"
1030,"DEI decisions and impact.   Most staff understand that change will take time. They are appreciative for the steps that have been taken.  They are also keenly aware of what has not been done, decisions that have not been made and actions that appear symbolic versus having any real impact.  Ex. DEI Officer but no official affinity groups."
1033,Diversity of senior leadership within departments.
1035,Communication to teams prior to leadership moves BEFORE they are shared with inc. An hour before announced to inc is not helpful or kind.
1036,"Making sure that when launching a new system, like the talent restructure, that all People Leaders have answers to questions that may arise from staff. Numerous times we have done this type of thing and I have asked my leadership questions and they say they have no idea. It is very frustrating, especially when you are given an email address for addressing questions and the answer is to ask your leadership, but you already have and they don't have the answer."
1037,"Inclusion of diverse leading, sponsoring diverse leaders from all backgrounds, not just African Americans, but also Asians and Hispanics. Using HR analytics to make decisions on who gets promoted or tapped for big projects instead of just relying on who knows what.  Taking a bet on diverse leaders and growing them and not just growing only certain ""types"" of leaders."
1038,"We need to become more comfortable moving forward with decisions without getting feedback and changes from an extensive network.  Getting feedback and buy-in is good, but our decision making is slow due to having to check with so many people first."
1039,zero waste to landfill efforts at Support Center and Restaurants
1043,"Decisions on leveling of roles.  The Total Rewards team does a great job of trying to be responsive, but there is still a lack of clarity on levels and that seems to mean decisions on leveling of a role take too long."
1044,People movement.  Consideration is not taken to the impact of the team to put in new leaders every two years.
1045,Building all aspects of diversity
1046,"Tactical decisions (how things will get done) when moving fast or slow.  When moving fast, important to not move too fast and miss something important or have to do rework later.  When moving slow, important to know when to pivot as internal and external factors change."
1049,Visibility into career opportunities after level 10
1050,Earlier communication of org planning timelines
1051,Generally the speed at which decisions happen - there needs to be clearer ownership of decision rights as many decisions go through lots of rounds of meetings to get input from tons of stakeholders that do not own the decision.
1052,Talent Management System - the ability to earn promotions and advance career is difficult.  Work changes continuously for staff and people levels adjust often without pay increases.  Certain levels are given the opportunity to grow and be moved in the org while other levels have to apply for positions.  We are eager to attract talent from the outside before trying to grow and promote from within.  Many of the open positions are becoming very niched which don't allow for many long term growth options.
1053,Speed to market decisions.
1055,acknowledging distinction between staff roles and Operators
1059,"Diversity, Equity, Inclusion"
1060,Role leveling and promotions
1063,"Decisions that have a tradeoff between customers and restaurant complexity, as I feel that we often swing from one side of the pendulum to the other depending on who we are hearing from most loudly at the moment."
1065,"Seems to be a lot of lack of credibility / trust with respect to how well due diligence is done within strategic reinvestment / facilities & equipment teams as they allocate their resources.  many Operators don't feel the front-lines of this team understands the Operator model well, nor listen well."
1066,"Diversity, Equity and Inclusion goals and implementation speed."
1067,"We struggle with short term decisions. For example, taking a menu item to test only to wait for months, maybe even years, before making a decision. We do not pivot or say no quickly."
1068,"Talent management - speed to hire can be lagging, and sequencing of roles makes it difficult to get to the top of the queue"
1070,Innovation Decisions that evolve operations or technology quickly
1072,"Career Advancement - Should based off skill set of individual, performance and less on ""Who You Know"""
1074,Speed to decision
1077,Remote work and how it impacts different demographics within the company. Many decisions seem to be geared to people in traditional family units and doesn't seem to be inclusive of single people etc.
1078,"Clarity around approval process as it relates to ""external affairs""- essentially what we are and are not willing to communicate externally and sharing the why with the team working on those communications to help develop understanding."
1079,Inclusiveness - The culture can sometimes make you feel like you are not a part of the business.
1080,"While leadership appointments are great, I wish they were more diverse (race, ethnicity, gender, etc.). If we don't have a diverse pool we're choosing from internally, then we should be open to hiring externally for leadership positions, not just for mid to lower level roles. We have culture that places a high value on tenure when determining who has the authority and respect to make decisions."
1081,The way senior level leaders get pulled into and involved with other group's conversations and decisions with Operators because that leader and Operator have a long standing relationship.
1084,"Decisions need to be made faster. Operators are begging for solutions that impact them daily. Decision making needs to be pushed down to the people closest to the work that best understand how the work influences. There should be a governor perhaps like a budget amount and if a decision falls under that amount, let the Department leaders approve without it having to go to the EC."
1086,"There is a disconnect on the projects that get approved and the resources to support them.  I would love to see the Business Plan process better tie the two together.  Especially when it comes to prioritization of the new HC approvals.  The project may be a high priority work, but then the HC may not get the same prioritization to support the work.   We have made great strides here, but still could continue to work to improve this link."
1087,"What communication tools, platforms, programs to use. As many options are available, we have implemented so many, that much time is spent trying to find where original communication or file ""lives"" [Example: Did it come from an email, a text, Teams, chat tools, v-mail, was it on Zoom, BlueJeans, Teams Mtg or other?]. Again, much time is wasted trying to find the mode of communication. Pick one and everyone use it. We'd be faster and have clarity."
1088,RESOURCES to support work - how head count is decided and prioritized.
1090,"Decisions that prioritize the Customer needs for the long term and allocating resources toward planning for those needs (I.e technology solutions, new ventures)"
1091,"There are some decisions that do not feel right for all Guests, Operators, and  The Business. Specifically legislated issues that challenge our legacy.  One example is the foam cup. It's beloved and part of Truett's original experience. Its also a great cup thats cost effective.   but, due to rising legislation and suppliers exiting foam production, there is substantial risk to our supply and brand.  How can we effectively respond to change that is necessary for the business, even if unpopular."
1093,Continue to stay away from political and cultural movements in the news. These matters are divisive and do not reflect the company's stated values.
1097,Team member based
1098,Quicker turn around on some decision making
1102,capacity (store level)
1105,speed to decisions. Feels like a lot of people have to speak into a decision.
1106,"Sometimes what should be easy decisions based on all the evidence and data feel like they need to receive unnecessary levels of leadership buy in which slows things down and makes things that feel like they should be a ""home run"" be delayed and cumbersome."
1107,#NAME?
1110,"low risk decisions (ex. changing a minor menu ingredient or aspect of our website,  it requires too many steps or approval). low risk decisions are often given the same gauntlet of approvals as high risk decisions. I think this is rooted in leadership needing to be able to defend decisions. This being a successful, beloved, family-owned company, everyone feels the great pressure to not ""mess up"" the incredible legacy we have. We need clarity about what low risk & high risk decisions are..."
1112,"Chick-fil-A needs to improve on the speed in which decisions are made.  Although we've been asked to be nimble and to take risks, it doesn't resonate with every individual and every department.  Too many different leadership teams are needed in order to make a decision on something."
1113,Creating an environment of growth across all teams at the Support Center and in our restaurants.
1114,Manpower decisions
1116,"Having a clear DEI strategy and framework seems to be taking a while, which creates concern that the company is not giving proper focus on this area."
1117,Decisions where different departments have opposite opinions.  For example if Operations wants more throughput but Risk feels this is too much for Team Members to handle.  CFA does not do a good job of reaching a decision and projects tend to end up in limbo.
1119,Ones that would provide immediate Restaurant level impact
1120,Decisions that allow for diversity growth.
1123,"hiring decisions (diversity). We just hired 8 people to the dept and none were minorities, and these hiring decisions were made AFTER we were told there would be an intentional change to hiring."
1124,Credentials for hiring; hire more people that can be leaders versus solely subject matter experts
1125,"I believe CFA needs to be careful not to bend to the pressures of the outside influences to be like other so-called successful well-known businesses. Sometimes, I believe decisions are made for those reasons, therefore bending the core principles that have been once exposed/shared has hard fast business decides and yet don't seem to align."
1127,Hiring decisions (mostly around length of time)
1128,#NAME?
1130,"Account inflation into decision-making. with the current inflation rate, if Inc can leverage good debt to accelerate technology, business growth, and talent, would help us win long term."
1131,Customer-facing changes (menu deletions) may be driving some customers away.
1133,"Funding and resources for departmental-level needs (less strategic, but still critical infrastructure)."
1134,"Those that have impacts to the organization working well together and directly on the people in the organization. Ensure those being affected are properly included in the process.  For example, the setting of role levels. It's my understanding the levels for my team were set without consulting my people leader. The Director of our team was not asked about what exactly everyone on the team does day in and day out, the impacts, influence of the roles, etc. This has caused issues not just for our team but others across the business. For our team there were several consequences. Several on the team did not feel their work was properly 'honored' by the organization. There was a lot time wasted by the leadership team as we followed the proper channels to pushback on the leveling. Lastly, the leveling made it difficult to attract the right level talent to our team from across the organization. For example, a field consultant makes for a great fit for a role on our team, but they would have to take a level or two down to join our team - to do work as impactful or more impactful than they are doing as a field consultant."
1135,Funding of work and the need to move quicker
1136,"Promotions and succession planning at mid-level (level 12, 13):  Decisions feel a bit arbitrary and based on personal relationships closest to the open  position vs looking at a broad group of candidates that may be best for the role."
1137,"Leadership development at lower levels (more mid-level leadership roles, clearer communication of potential next steps in certain departments and career paths)"
1140,"Provide clarity for growth opportunities for staff, especially with the relatively new leveling process, as it is very unclear."
1141,"Increase investment in technology.  Customers want more capability in the palm of their hand and we need to be a leader in this area, not a slow follower."
1143,"Decisions that meet a current Restaurant painpoint without the need to deliver a ""perfect"" solution that takes too long, but instead a bronze solution with additional enhancements."
1146,How do we get bronze level solutions out to restaurants faster
1148,Decisions that are driven by a few influential Operators versus a more representative set of Operators.
1149,Ensure decisions that are made to ease operation do not negatively impact the customer or team member i.e. milkshake size simplification.
1150,"People decisions, specifically promotions. There is lack of clarity in the process."
1151,"I am new to Marketing department, so I can't speak well to that just yet.  I do know that in my previous department, I think empowering and trusting teams to make decisions quickly, bypassing hierarchy and red tape, I think we can activate on work quicker and better"
1155,Chick-fil-A needs to improve on making decisions on remote working. There are a lot of employees who have moved out of state that are struggling to understand the future of their careers.
1156,I think the speed at which they make decisions could be improved.
1159,"We need to be more effective in our decisions around capacity in the restaurants.  We are always behind on these issues and it is affecting Operators, team members and the organization."
1163,"The headcount request process can be very confusing here.  Positions do not appear to be linked to budget.  All HC seem to be weighted equally, so a request for a Level 3 counts as 1 HC just as a request for a Level 11, even though the cost would vary significantly.  Also, it would be helpful to have additional categories of staff (such as part-time or temporary labor rather than having longer-term third party workers in some cases).  Lastly, there was a lot of work on understanding headcount drivers a couple of years ago, but it is not clear to me how that work has translated into the HC request process."
1165,Decisions where objectivity and transparency are more beneficial: holding key relational partners accountable to the market supply.  Sometimes decisions are difficult and require putting aside emotions even just to validate existing partners.  There are also lots of unsaid norms that aren't clearly communicated and we try to be objective but the subjectivity comes out after effort has been expended unnecessarily.
1170,"Any decision to be made at the departmental level and below that relates to efficiency. Most staff members I know could tell you in under five minutes two things that would make their job more efficient, without sacrificing quality or stewardship."
1173,"I think there are lots of decisions made for short term results at the expense of long-term sustainability, particularly in the digital space. Having frank conversations about expectations, priorities and timelines would help with this."
1176,"Decide to give clearer answers when pressed for anti-LGBTQ history or related donations. This is really holding us back from a Staff recruitment and customer loyalty perspective. Can we finally throw off this yoke? If we want to extend honor, dignity, and respect to everyone we need to say unequivocally that we do not support organizations that seek to undermine LGBTQ rights. Period."
1177,I think the CFA could improve on how technology resources are brought to awareness of Staff. A lot of times I don't know  what tools we have.  CFA needs to improve on having more uniform resources across all departments. Everything is so segmented. Like each group is on it on island.
1179,"Work prioritization -- too many projects get approved, and there is not sufficient oversight to ensure projects not formally approved by leadership are not moving forward (and taking time away from important projects)"
1182,Growth pace can outpace staff capacity
1186,Decisions involving different teams/stakeholders can be slow.
1189,"Decisions affecting multiple business constituents at times lack coordination. For example, testing of a new potential scheduling software in COR or other company-owned restaurants may have implications for Operators that are unique and different, but which might not be considered on the front end."
1190,"With the fast paced nature of the market, sometimes it appears as though decisions are made without the full consideration/onboarding of the supporting infrastructure resources (IT systems, staffing and workload, etc.)"
1191,Decisions regarding Operator autonomy
1193,Decisions related people -- it does not seem that people leaders are always involved in decisions relating to promotions/leveling.
1194,"While CFA should always consider Operators/Restaurants first, we need serious help with our infrastructure at the Support Center.  Technology needs may be approved but partnering with internal resources like DTT can be challenging because everyone is strapped for resources."
1195,More accelerated process for onboarding staff needed for the exponential growth of the company.
1197,"The Contingent Worker Program is unclear and seems inefficient for all involved. CFA has to continue to hire and train new workers and the contractors are out of a job on a yearly basis. For a company that prides itself on caring for others, how does this program demonstrate care."
1200,"Team continuity - when various departments have representatives on certain teams, each department transitioning people on and off those teams at different times in close succession can be disruptive to working efficiently."
1201,A more cohesive approach to technology tools for project management and insights is needed.
1202,"With the exponential growth of various departments at CFA, CFA needs to improve how it allocates space at the Support Center.  Many departments have far outgrown the space dedicated to them more than 2 years ago, making it difficult for staff to secure desirable work space and interface with colleagues.  For instance, if half of the staff within my department come to the Support Center, our area will be over-crowded."
1208,"In light of the size of the organization, Chick-fil-A could improve the speed at which we make decisions. We value collaboration, which is generally great, but it can slow down the decision-making process."
1211,"Bureaucracy gets in the way of effective decision-making.  The rapid growth we've experienced in recent years, plus the constant restructure and re-organization that happens across the business adds a significant amount of time to decision-making for the simple fact that it takes a while to determine WHO should make the decision and, if the person is new, that person has to get up to speed before weighing in."
1213,Decisions that require more staff than we have to do it well - like opening more restaurants than we have Principal Construction Leads to oversee them all.
1214,Allocation of new hire positions amongst the company. Often times it feels like certain departments get more positions and the other departments do not get the same positions and then it's not balanced to handle the influx of work.
1215,"With the growing need of Operators, Chick-fil-A, Inc. needs to add more members to some of its corporate team in order to better support."
1217,Decisions around approaches to handling cultural issues.
1218,"Decisions that involve trade-offs.  Occasionally senior leaders need to prioritize or sequence work, but due to realities, it can be challenging to make the decision."
1220,"Sequencing of major projects and change initiatives. I cannot absorb any more ""ways of working"" changes, even when they are improvements. Expenses/invoices changed, Workday changes, learning Beeline, campus is new, printer changes, tech support changes, MS Teams changes. And all of this isn't even the work projects we are delivering to Operators, Team Members and Customers. I wish there was more ""air traffic control"""
1221,Headcount Allocation
1225,Restaurant reinvestment speed decisions.
1226,The speed at which we make decisions should be improved
1227,Leadership disruptions (timing and impact of moving talent around)
1229,"Decisions and policies made at the highest level are made quickly and efficiently, but it seems to get bogged down once it moves down a level or two. Decision paralysis seems to continue be a problem with some groups."
1230,"Scope of work - Staff are generally burned out and have too many tasks that all seem to be ""high priority"""
1231,"I think we need to improve on focusing on how many initiatives we target. We decide what work to do, and where it ranks in priority, but at times over-commit people's time to what can actually get done. And/or, we refuse to scale back the amount of work to be done."
