Id,Body,Tag
779,Ability to pivot quickly.,13
780,Not out growing our culture.,54
780,Not out growing our culture.,7
783,Lower leadership,70
785,Providing an opportunity or path for career change within CFA.,3
787,Continue to make staff understand the importance of our Operators to our business and that we are here to serve them.,53
789,"Need to re-evaluate the hierarchical structure.  SLOWS the process of moving projects forward by a frustrating degree.  Decisions made in mid- stream to separate supporting departments to service different parts of the business.  Ex. Operators and staff: Expertise is moved out of reach for one or the other ""customer"".  Departments are divided up to serve different parts of the business and experts are pigeon holed to one part of the business with limited or no cross over.   Cost time and MONEY and puts a high degree of risk for making the deadline when the project which has been in production for over a year has to WAIT until appropriate staff are hired and trained appropriately.   Contracts are in place and Vendor partners are well aware that CFA looks disorganized and uncaring about contractual commitments.   Not to mentioned the stress it puts on the project lead and department trying to fill in the gaps to keep the project moving forward.",53
789,"Need to re-evaluate the hierarchical structure.  SLOWS the process of moving projects forward by a frustrating degree.  Decisions made in mid- stream to separate supporting departments to service different parts of the business.  Ex. Operators and staff: Expertise is moved out of reach for one or the other ""customer"".  Departments are divided up to serve different parts of the business and experts are pigeon holed to one part of the business with limited or no cross over.   Cost time and MONEY and puts a high degree of risk for making the deadline when the project which has been in production for over a year has to WAIT until appropriate staff are hired and trained appropriately.   Contracts are in place and Vendor partners are well aware that CFA looks disorganized and uncaring about contractual commitments.   Not to mentioned the stress it puts on the project lead and department trying to fill in the gaps to keep the project moving forward.",13
789,"Need to re-evaluate the hierarchical structure.  SLOWS the process of moving projects forward by a frustrating degree.  Decisions made in mid- stream to separate supporting departments to service different parts of the business.  Ex. Operators and staff: Expertise is moved out of reach for one or the other ""customer"".  Departments are divided up to serve different parts of the business and experts are pigeon holed to one part of the business with limited or no cross over.   Cost time and MONEY and puts a high degree of risk for making the deadline when the project which has been in production for over a year has to WAIT until appropriate staff are hired and trained appropriately.   Contracts are in place and Vendor partners are well aware that CFA looks disorganized and uncaring about contractual commitments.   Not to mentioned the stress it puts on the project lead and department trying to fill in the gaps to keep the project moving forward.",52
793,"communication -- we do well at sharing info in some areas, but not in others; every department needs to be held to the same expectations of who to ask/tell/etc.",52
793,"communication -- we do well at sharing info in some areas, but not in others; every department needs to be held to the same expectations of who to ask/tell/etc.",8
795,To be careful not to compromise our core values and corporate purpose statement by following man's ways or a liberal culture.,7
798,DEI is a great entity; need more diverse Leadership,70
798,DEI is a great entity; need more diverse Leadership,69
801,"This is hard to say, but CFA has a tough time releasing people who are constantly causing issues for other team members.",53
802,Lower to middle management make decisions that do not support the culture of CFA.,7
804,Lower level decisions (departmental). Hiring the best fit candidate for roles.,2
804,Lower level decisions (departmental). Hiring the best fit candidate for roles.,52
806,Talent- hiring,2
813,"Staffing Decisions:  Let Staff go who are reported multiple times over with insubordination and negatively affect team collaboration, efficiency and culture.",2
813,"Staffing Decisions:  Let Staff go who are reported multiple times over with insubordination and negatively affect team collaboration, efficiency and culture.",7
818,I feel we've heavily invested in one company for much of our technology and infrastructure. There have been times when they are unable to provide the needed support or service. Being so heavily invested makes changing difficult. We're a very agile organization and we need agile business partners too.,6
819,Work processes in the technology area.,6
820,"Execution decisions on how to implement organizational changes (restructures, org design, etc.).  When to time transitions, methods of communication, how people get selected/moved, integrations with other changes, desired outcomes for changes, metrics to understand effectiveness, consideration of training & development support; outlining new expectations - all of this type of change management is done very poorly here.",8
823,"Intermediate term, large investments. When outcomes are not clear or ROI is uncertain, we can be indecisive and often allow too many competing voices to give input which makes getting started and continuing in the early stages of a project difficult for those responsible for leading the work",12
825,Customer impacting,53
829,"Decisions that happen at the department level. With the speed at which Chick-fil-A moves, departmental silos create ineffective communication, resulting in the need to improve ""connected decision making"" across departments.",13
829,"Decisions that happen at the department level. With the speed at which Chick-fil-A moves, departmental silos create ineffective communication, resulting in the need to improve ""connected decision making"" across departments.",52
829,"Decisions that happen at the department level. With the speed at which Chick-fil-A moves, departmental silos create ineffective communication, resulting in the need to improve ""connected decision making"" across departments.",8
830,"Technology and infrastructure. We lag in internal systems. Badly. (InFORM, even the move to Oracle feels cumbersome and there are MUCH more efficient ways to acomplish this)",6
832,"We make poor hiring decisions. In our dept, we tend to hire based on favoritism (or political clout) versus whether they are actually qualified to do the job. This leaves people feeling like they do not have a future in our dept if they are not a favorite. Everyone knows who the favorites are and watches them get opportunity after opportunity while people who are not favored but more qualified get constantly overlooked.",2
833,"making some of the leveling more fair and equal.  there are departments within CFA that level up work significantly higher than other departments.   I could be doing something in one department at a 9 and that same description of work could be an 11 in other areas.  Also, some times, an entire team gets releveled and there are people within that team that are not even doing the work of the current/previous level but they get bumped up just because they are on the team.  There are many teams that very differently skilled people all sitting at the same level that are not performing at the same level.  Lastly, there are people making much more money than others at the same level and it isn't because of skill or performance.  Its carry over from being field facing at some point in time.",52
835,"Decisions that may be perceived as negative, such as stopping or de-prioritizing an initiative. We need to be comfortable with making strategic decisions earlier on what to pursue but more importantly, what not to pursue.",4
837,"The vision and strategy for international expansion are not clear. It seems elusive and secretive and the perception is that if there is a strategy, it is not well thought out.",12
840,"When organizational change decisions are made CFA could do a better job of recognizing the need for and putting in place a change management strategy.  Elements of a change plan include bringing Staff along before the changes are made (communicating with them as people who have a need and right to know and who can handle change) and putting in place resources, systems and processes to enable the organization to support/adopt the changes after they go into place.",8
842,"Org structure. Our current structure contains some misalignments that overcomplicate delivery, slow us down, and create debate unnecessarily about decision ownership.",13
846,Communication with candidates when they are interviewing.  The process is entirely too long and dishonors people's time.,2
846,Communication with candidates when they are interviewing.  The process is entirely too long and dishonors people's time.,8
847,We could improve organizational decisions by being clearer and simpler.,12
849,Decisions around technology for staff.,6
853,"In my role, I am rarely empowered to make ""decisions"". I create recommendations that then have to be shared with others for input. The ability to actually make a decision and move forward would greatly increase the speed with which I can do my job. Instead, it's an entire process of ""running things up the hierarchy"" before a decision is made which sometimes adds months to the timelines.",13
855,"Provide cohesive technology solutions - within in each department I have worked, that leadership team has decided on technology solutions because the current ""tool box"" offered doesn't perform as needed or DTT is unable to move as quickly as needed. Utilizing Teams over Bluejeans when Macs don't seem to operate as well using Teams.",13
855,"Provide cohesive technology solutions - within in each department I have worked, that leadership team has decided on technology solutions because the current ""tool box"" offered doesn't perform as needed or DTT is unable to move as quickly as needed. Utilizing Teams over Bluejeans when Macs don't seem to operate as well using Teams.",52
855,"Provide cohesive technology solutions - within in each department I have worked, that leadership team has decided on technology solutions because the current ""tool box"" offered doesn't perform as needed or DTT is unable to move as quickly as needed. Utilizing Teams over Bluejeans when Macs don't seem to operate as well using Teams.",6
857,"It bothers me so much that CFA puts me and others like me in a box. I do not have a degree. My department has (during a reorg) put me in a position that had a preferred requirement of a masters degree and yet, I can't even apply for or get very far in the application process I want to apply for even for a preferred requirement of a bachelors degree. I have proven I do not need a degree to be successful but some how CFA has chosen to tell me what I can do by putting me in a position (with high requirements) when it fits their need but not when I want to grow and try a new position that I would excel in. Bet on people. Especially when they are already your people with a great track record.",3
859,"DIVERSITY decisions - appearance, thoughts, etc. Everyone shouldn't look the same at CFA (all white men) or majority White women. Everyone doesn't have to think the same either. Jesus is love. Spread more of that and don't be so committed to antiquated ways of thinking. CFA is and has made improvements, but let's keep it going.",69
860,The rate of speed to make decisions can be slow but I know it is because they are careful and cautious.,13
864,"Hiring decisions. It seems like Chick-fil-A, Inc.'s middle management makes hiring decisions that do not make sense. For example, a contractor who is doing amazing work for our company for almost 10 years doing the exact same work as a staff position applies for a position and gets turned down because they don't have a college degree even though there are several (10+) co-workers recommending this person and has proof of her work to show that she deserves the position.",2
866,"Internal hires or moves. Though the focus on ""how"" is important, as well as a culture fit..If the person is not equipped to do the job well or not a good fit for the position, that will eventually have a negative impact on their performance as well as the work of others around them.",2
866,"Internal hires or moves. Though the focus on ""how"" is important, as well as a culture fit..If the person is not equipped to do the job well or not a good fit for the position, that will eventually have a negative impact on their performance as well as the work of others around them.",3
866,"Internal hires or moves. Though the focus on ""how"" is important, as well as a culture fit..If the person is not equipped to do the job well or not a good fit for the position, that will eventually have a negative impact on their performance as well as the work of others around them.",7
868,"As we grow larger as a company, decisions with small financial impact or decisions that affect only internal Support Center teams should be owned at the individual team or workstream level.",54
872,"Organizational priorities - the pace of the business is moving so rapidly, and we need departments to align to THE organizational priorities, not add additional priorities to the strategic bets/organization priorities. Too many priorities means nothing will be priority.",13
872,"Organizational priorities - the pace of the business is moving so rapidly, and we need departments to align to THE organizational priorities, not add additional priorities to the strategic bets/organization priorities. Too many priorities means nothing will be priority.",52
872,"Organizational priorities - the pace of the business is moving so rapidly, and we need departments to align to THE organizational priorities, not add additional priorities to the strategic bets/organization priorities. Too many priorities means nothing will be priority.",4
873,"CFA is so focused on growing people and giving people other opportunities within CFA, that when a person moves roles, their vacated role puts a burden on those left behind.  CFA hires excellent people but they need to do it faster, much faster.   And hiring so many people.  I know CFA does not want to lay people off and we are only growing so I don't really see that happening, but it is a little unnerving with CFA hiring so many people.",13
873,"CFA is so focused on growing people and giving people other opportunities within CFA, that when a person moves roles, their vacated role puts a burden on those left behind.  CFA hires excellent people but they need to do it faster, much faster.   And hiring so many people.  I know CFA does not want to lay people off and we are only growing so I don't really see that happening, but it is a little unnerving with CFA hiring so many people.",3
874,"Mid-level leadership. I am curious how we both better evaluate and pour into mid-level leadership. I have heard from mid-level leaders that they have never received constructive feedback in their career and yet their direct reports and colleagues are sharing the feedback with others. I have also experienced some negative HR comments from leaders as well as direct lies because they felt like they were not able to share the full story. Leaders need to be coached on a balance between discretion and transparency and knowing that it is okay to say ""I am not able to provide more information at this time"". The coaching can also extend to including an individual on their career journey and not making assumptions on whether they do/do not want to take on work based on their home situation/maternity leaves.",70
874,"Mid-level leadership. I am curious how we both better evaluate and pour into mid-level leadership. I have heard from mid-level leaders that they have never received constructive feedback in their career and yet their direct reports and colleagues are sharing the feedback with others. I have also experienced some negative HR comments from leaders as well as direct lies because they felt like they were not able to share the full story. Leaders need to be coached on a balance between discretion and transparency and knowing that it is okay to say ""I am not able to provide more information at this time"". The coaching can also extend to including an individual on their career journey and not making assumptions on whether they do/do not want to take on work based on their home situation/maternity leaves.",3
876,"Standardized processes and tools - The company has lots of cross team and department work and without a standard process and/or tool communication and understanding breaks down. Below is details on why this important and how a common focus/decision on this could help Why have a common tool for program management?  Cross Company Visibility  Currently we just have transparency in departments and not across the organization. Creating silos and lack of a corporate roadmap and milestone to be easily seen.  Central Communication Sharing  One source of truth across the organization for sharing requirements input and updates. Ex. SMEs across the organization can easily see and contribute to what individual teams are working on. Currently WHED SMEs get updates through emails or calls, one tool could give them a chance for asynchronous insight and feedback.  Central Documentation  Get documentation out of emails. One tool would allow a one stop shop for anyone to go to when looking for documentation, requirements, links, etc.   Inter-department Dependencies Tracking  Ex. L&D is working with DTT on requirements, using 2 different tools doesn't allow for work to be shared, dependencies to be tracked, or scope to be easily reviewed.  Decrease Ramp Up Time  Ex. Team member moves from L&D to Supply Chain. There is time to learn a new work tracking system. This time could be mitigated if a common tool was in place.  Team Members Able to Work in One Tools  Ex. Alex Estes working in Leankit and Jira to support multiple teams.",8
877,Chick-fil-A middle management talent decisions. Middle man,2
880,"duplication of work within multiple departments such as L+D, Talent, Marketing, and Field Ops -- often feels as if we are working on same work and not clear direction for plan forward, takes lot of time to arrive at what success is and should be to serve the business and align with the strategic bets.",52
880,"duplication of work within multiple departments such as L+D, Talent, Marketing, and Field Ops -- often feels as if we are working on same work and not clear direction for plan forward, takes lot of time to arrive at what success is and should be to serve the business and align with the strategic bets.",12
882,"As we grow in size as a company, there will be an ever-increasing need to communicate/interpret/implement large scale decisions at the departmental and functional team levels. At times, there is a slowdown as to when Staff learn from their dept/functional teams how a decision impacts their work. This can lead to Staff seeking clarity faster beyond their org chart channels to learn things as fast as possible to learn the implications of decisions.",13
882,"As we grow in size as a company, there will be an ever-increasing need to communicate/interpret/implement large scale decisions at the departmental and functional team levels. At times, there is a slowdown as to when Staff learn from their dept/functional teams how a decision impacts their work. This can lead to Staff seeking clarity faster beyond their org chart channels to learn things as fast as possible to learn the implications of decisions.",54
882,"As we grow in size as a company, there will be an ever-increasing need to communicate/interpret/implement large scale decisions at the departmental and functional team levels. At times, there is a slowdown as to when Staff learn from their dept/functional teams how a decision impacts their work. This can lead to Staff seeking clarity faster beyond their org chart channels to learn things as fast as possible to learn the implications of decisions.",12
882,"As we grow in size as a company, there will be an ever-increasing need to communicate/interpret/implement large scale decisions at the departmental and functional team levels. At times, there is a slowdown as to when Staff learn from their dept/functional teams how a decision impacts their work. This can lead to Staff seeking clarity faster beyond their org chart channels to learn things as fast as possible to learn the implications of decisions.",8
883,Sometimes the use of our people resources do not always Make sense. we will have some teams/people in our department that are overworking and others that are underworking. We need to have a better balance.,52
884,How fast and how many people we are hiring. Are we growing too fast? How often we reorganize our departments.,13
884,How fast and how many people we are hiring. Are we growing too fast? How often we reorganize our departments.,54
884,How fast and how many people we are hiring. Are we growing too fast? How often we reorganize our departments.,52
885,Departments interview and hire differently. Consistency is needed.,2
885,Departments interview and hire differently. Consistency is needed.,52
886,Still if feels like upper leadership needs to have approval on most things. Even the small details or issues. VPs feel at times they need to have knowledge and decisions.,70
887,"Group decisions - not everyone fits inside a single box.  While some choice is given and you hear a lot about choice in large meetings, on the smaller team level, department leaders could do better.",70
890,People Leadership,70
893,Some of the recent menu updates (i.e. one size for shakes/speciality beverages) were not well communicated to guests.,8
896,Talent Management System,2
901,How we talk about DEI externally,69
902,"I would love for someone to look at CFA holistically and see if there are any efficiencies. Sometimes, I think we structure our departments based on leadership. Some leaders hold tight to the way it's always been done while some want what's best for the future of the org. We all spent a lot of time with the capabilities but then we never saw them again.",70
902,"I would love for someone to look at CFA holistically and see if there are any efficiencies. Sometimes, I think we structure our departments based on leadership. Some leaders hold tight to the way it's always been done while some want what's best for the future of the org. We all spent a lot of time with the capabilities but then we never saw them again.",52
903,"Trying to straddle our culture and our growth - I don't think what makes CFA, CFA is well-defined, and therefore, any change is slow-going",13
903,"Trying to straddle our culture and our growth - I don't think what makes CFA, CFA is well-defined, and therefore, any change is slow-going",54
903,"Trying to straddle our culture and our growth - I don't think what makes CFA, CFA is well-defined, and therefore, any change is slow-going",7
904,"the speed in which we are selecting staff. being part of TA, and watching people leave CFA with less than 5 years on staff, is evidence it was not a good fit. We need to spend more time vetting, and if we don't have enough time, we need to slow down on permanent full time and hire more contingent. our urgency to ""fill"" is impacting our rigor to make the right and best decision.  ""We have to become better before we become bigger""",13
905,"CFA, Inc. could improve upon people decisions in the upper echelons of leadership. Not necessarily the quality of the leaders-- but we could have a greater focus on diversity of thought, background, ethnicity, etc. It would also be nice to understand why certain people decisions are made, and why they're made at a specific time. Sometimes decisions can feel random and sudden.",70
905,"CFA, Inc. could improve upon people decisions in the upper echelons of leadership. Not necessarily the quality of the leaders-- but we could have a greater focus on diversity of thought, background, ethnicity, etc. It would also be nice to understand why certain people decisions are made, and why they're made at a specific time. Sometimes decisions can feel random and sudden.",69
907,Speed to assist Operators and launch productive tools to help Team Member complexity,53
907,Speed to assist Operators and launch productive tools to help Team Member complexity,13
908,Headcount- the amount of staff needed to execute our strategic bets,2
909,"Remote work/satellite work options. We may not feel that we're losing talent because of it and if we are, ""everyone wants to work for CFA,"" or ""they're just not sold out on CFA,"" so it's not that big a deal, but that feels really cavalier and not like us. It shouldn't be a negative against someone or an indication that they wouldn't perform or be loyal and committed to CFA if they desire to work remotely for the majority or almost the entirety of their month (and I'm actually not one of those people...I LOVE the new hybrid model!). If we want to increase regional/geographic diversity, diversity of experience and even diversity of age, we need to move towards being more be open to those who want and/or need newer work models.",2
909,"Remote work/satellite work options. We may not feel that we're losing talent because of it and if we are, ""everyone wants to work for CFA,"" or ""they're just not sold out on CFA,"" so it's not that big a deal, but that feels really cavalier and not like us. It shouldn't be a negative against someone or an indication that they wouldn't perform or be loyal and committed to CFA if they desire to work remotely for the majority or almost the entirety of their month (and I'm actually not one of those people...I LOVE the new hybrid model!). If we want to increase regional/geographic diversity, diversity of experience and even diversity of age, we need to move towards being more be open to those who want and/or need newer work models.",69
910,We talk a lot about DEI but there appears to be a lot of inequities when it comes to leveling and salaries. There are staff with the same titles making more money just because of the team they are on or because of who they know. Can we start looking at equity in terms of pay?,69
912,"This isn't a specific example, but a ""culture of over preparedness, excessive stakeholder management"" resonates with me. I spend a lot of time pursuing excellence in all that I do which, in theory, that is a great value, but I often feel too much pressure in this area.",7
915,Who becomes a people leader,70
916,speed of which decisions are made,13
917,"Diversity, Equity and Inclusion There needs to be intentionality around selections to make leadership more diverse.",69
918,Official policy on degree(s) required for roles and how that affects the ability to move across the organization. There is a lot of back and forth within Talent Experience/Talent Acquisition and it creates confusion.,2
922,"Budget - we can be slow to fund initiatives, bodies of work, & strategies that have longer-term impact or that may impact Support Center staff specifically. While I wholeheartedly understand why the support center exists and agree that we must serve and support our Operators; we sometimes seem to ignore those things that would help support staff not thinking about the fact that when staff has the resources (budget, people, technology) to do their jobs, they can better support the Operators.",53
922,"Budget - we can be slow to fund initiatives, bodies of work, & strategies that have longer-term impact or that may impact Support Center staff specifically. While I wholeheartedly understand why the support center exists and agree that we must serve and support our Operators; we sometimes seem to ignore those things that would help support staff not thinking about the fact that when staff has the resources (budget, people, technology) to do their jobs, they can better support the Operators.",13
925,"Not enforcing or even encouraging in-person work/ slow to return to the office  -results in lack of accountability, productivity and creativity -creates 'haves' and 'have nots' of those that need to come into the office for their roles  -office amenities and engagement are not as robust as when full staff is in attendance",13
927,I have not experienced having a strategic plan to guide prioritization decisions across different initiatives impacting the same audience such as Staff and People Leaders. A suggestion would be to have Sr Leadership look at a roll-up of all initiatives and prioritize the value created for vs. effort required from impacted audiences.,70
927,I have not experienced having a strategic plan to guide prioritization decisions across different initiatives impacting the same audience such as Staff and People Leaders. A suggestion would be to have Sr Leadership look at a roll-up of all initiatives and prioritize the value created for vs. effort required from impacted audiences.,4
928,Ones that are politically sensitive/with interpersonal ramifications (eg: Flexible Future - is it principle based or a rule of 10 days?) be clear vs vague where you are afraid your answers will polarize people or damage culture.,12
928,Ones that are politically sensitive/with interpersonal ramifications (eg: Flexible Future - is it principle based or a rule of 10 days?) be clear vs vague where you are afraid your answers will polarize people or damage culture.,7
929,Anything internal that may be perceived as tax to our culture if things don't go as planned (Average of 10 days in office guideline.  Took forever to get to the decision and it is not being reinforced consistently.),7
933,"Making decisions about Staff based on how it will make the Operators feel.  We are here to support our Operators, but I don't feel we should have Operators dictating decisions that impact Staff.  We all work for Chick-fil-A, Staff and Operators.",53
935,"Sometimes we can ""over-science"" things, especially in the Talent department. Our leaders are leading already complex work - sometimes I think we can help them cut through that complexity by bringing more simplicity to their people-focused work.",2
939,"At times, EC directives can be vague and not as clear; some leaders struggle with operating in the gray and would rather the EC be more black and white. Example - some leaders struggled with creating department cornerstones because they were comparing and contrasting with other departments; do we track days in office days or not? How many cornerstones should we have? If we have too many, Staff will look for opportunities elsewhere.",70
939,"At times, EC directives can be vague and not as clear; some leaders struggle with operating in the gray and would rather the EC be more black and white. Example - some leaders struggled with creating department cornerstones because they were comparing and contrasting with other departments; do we track days in office days or not? How many cornerstones should we have? If we have too many, Staff will look for opportunities elsewhere.",52
939,"At times, EC directives can be vague and not as clear; some leaders struggle with operating in the gray and would rather the EC be more black and white. Example - some leaders struggled with creating department cornerstones because they were comparing and contrasting with other departments; do we track days in office days or not? How many cornerstones should we have? If we have too many, Staff will look for opportunities elsewhere.",12
947,"The performance review process at CFA is very inconsistent across departments and sometimes within departments.  I think it is great that feedback is provided for not just the ""what"" was accomplished but ""how"" it was accomplished.  I think when it comes to the rating portion some departments weigh the ""how"" heavier than others.  Since the ""how"" is the subjective part it seems like inconsistencies are more likely.",52
947,"The performance review process at CFA is very inconsistent across departments and sometimes within departments.  I think it is great that feedback is provided for not just the ""what"" was accomplished but ""how"" it was accomplished.  I think when it comes to the rating portion some departments weigh the ""how"" heavier than others.  Since the ""how"" is the subjective part it seems like inconsistencies are more likely.",3
948,"Planning Process: The amount of initiatives/efforts that are pushed through planning. We need to consider the people impacts and capacity of these initiatives to include: -Intended outcomes - what does success look like and when we do perceive it being achieved? -Who is impacted? - who will be asked to do something new and different and to what extent?  -Readiness - is the organization ready to support this effort - money, time/capacity of resources who will charged to execute it, and resources AND are our people able and ready to absorb/adopt, engage and own this new initiative. Do they have capacity to do so? -Dependencies - what are the dependencies of this effort on other efforts taking place now or others planned for the future. These are just a few but our planning process HAS to shift and how we make decisions at the planning juncture has change and be aligned with the broader org business objectives in order to drive effective decision making to be effective at the leader, mid-level leader, and staff level. Additionally, when decision making and clarity it missing at the org planning level, it has a direct impact on Staff experience, productivity, role clarity, role movement, fatigue, lack of capacity, etc.",54
949,"Understanding personal and team bandwidth to appropriately Staff, including vetted decisions about the efficiency of technology to ease the workload.",6
951,Our contracts process to engage with new vendors is incredibly slow. Many times we are needing the resource far before the process started and a 3-6 months contract review period feels excessive.,13
952,Finding talent - I have heard from several people that they are acting as their own recruiter. We have lost several good candidates due to slow pace and also wasted time interviewing candidates when the recruiter has not clearly communicated expectations of the role. The market is more competitive than ever and we need to be more organized and prepared once we are actively recruiting for open roles.,13
952,Finding talent - I have heard from several people that they are acting as their own recruiter. We have lost several good candidates due to slow pace and also wasted time interviewing candidates when the recruiter has not clearly communicated expectations of the role. The market is more competitive than ever and we need to be more organized and prepared once we are actively recruiting for open roles.,2
952,Finding talent - I have heard from several people that they are acting as their own recruiter. We have lost several good candidates due to slow pace and also wasted time interviewing candidates when the recruiter has not clearly communicated expectations of the role. The market is more competitive than ever and we need to be more organized and prepared once we are actively recruiting for open roles.,12
952,Finding talent - I have heard from several people that they are acting as their own recruiter. We have lost several good candidates due to slow pace and also wasted time interviewing candidates when the recruiter has not clearly communicated expectations of the role. The market is more competitive than ever and we need to be more organized and prepared once we are actively recruiting for open roles.,8
953,"Staffing levels to support the work.   With the business growing at the rate that it is, there doesn't seem to be enough Staff to support the growth, even though there seems to be lots of hiring.   It seems we are behind and that Staff are often over worked and/or quality can suffer due to working at such a speed due to the workload.",13
953,"Staffing levels to support the work.   With the business growing at the rate that it is, there doesn't seem to be enough Staff to support the growth, even though there seems to be lots of hiring.   It seems we are behind and that Staff are often over worked and/or quality can suffer due to working at such a speed due to the workload.",2
953,"Staffing levels to support the work.   With the business growing at the rate that it is, there doesn't seem to be enough Staff to support the growth, even though there seems to be lots of hiring.   It seems we are behind and that Staff are often over worked and/or quality can suffer due to working at such a speed due to the workload.",54
954,"Understandably, the employment market has changed, however, with the speed of growth, and many departments bursting at the seams with added responsibilities for current staff, there is room for growth with the speed at which new positions are approved to fill.",13
954,"Understandably, the employment market has changed, however, with the speed of growth, and many departments bursting at the seams with added responsibilities for current staff, there is room for growth with the speed at which new positions are approved to fill.",54
954,"Understandably, the employment market has changed, however, with the speed of growth, and many departments bursting at the seams with added responsibilities for current staff, there is room for growth with the speed at which new positions are approved to fill.",52
956,Legal Decisions - we approach a lot of our decisions with the intent of having 0 risk without business value into consideration. This slows down projects and can lead it in-efficient processes and processes that are not scalable.,13
959,Systems - the process to add a new system or change an existing system seems to take a considerable amount of time. The number of communication vehicles we have to stay connected to one another are overwhelming. I feel like I can never step away from work. It is hard to keep up with the volume of email messages and messages in Teams.,6
959,Systems - the process to add a new system or change an existing system seems to take a considerable amount of time. The number of communication vehicles we have to stay connected to one another are overwhelming. I feel like I can never step away from work. It is hard to keep up with the volume of email messages and messages in Teams.,8
966,Prioritizing rollouts.,4
968,I think we still have work to do on the career opportunity clarity.  Especially when it pertains to job levels and how those are vetted and decided.,3
968,I think we still have work to do on the career opportunity clarity.  Especially when it pertains to job levels and how those are vetted and decided.,12
973,"very senior leaders (EC) spend too much time on decisions they don't need to be making (i.e., facial hair policy)",70
974,Recognition and promotion of high performers,3
975,"More about speed of decision-making, who is involved and risk profile vs a particular type of decision.",13
976,Decisions that have a level of risk or unknown factors or that are too far outside of the box.  Some decisions challenge the existing mental model for how CFA does work or what support looks like or to what extent the Operators must be happy with it.  These decisions seem to challenge leaders.,53
978,Speed to market for innovation initiatives,13
979,"Operator Selection for Multi-Unit - I spoke with an Operator who attacked the Operator agreement and the ""deal"". After the conversation, I saw he received a second Restaurant a few months prior - he received what he wanted, and he no longer had to pretend.",53
980,"Middle to lower importance level of decisions:  At some point, these decisions are made by middle managers, but still, require the sign-off of a certain level of leadership leading to a lengtherier process.",70
981,Need to make decisions more quickly,13
985,Cross departmental decision making. There often is unclear decision making sponsorship on cross-functional/cross-departmental projects.,52
987,"Employee growth/promotions, promotion decision seem to be based on who is ""friends"" of the leader not on the work output. It feels like who you know is more important than the work you do.",54
987,"Employee growth/promotions, promotion decision seem to be based on who is ""friends"" of the leader not on the work output. It feels like who you know is more important than the work you do.",70
987,"Employee growth/promotions, promotion decision seem to be based on who is ""friends"" of the leader not on the work output. It feels like who you know is more important than the work you do.",3
990,"The process needs to be faster, more efficient",13
991,"Decision-making gets clouded by relationships.  Decisions are often made with a bias toward protecting the feelings of a few at great expense to the broader populations.  A number of people have expressed concerns to me about the influence that a handful of ?old guard? operators and tenured staff have on senior leaders.  The squeaky wheel gets the grease, even if the decision is not beneficial to the broader population.",53
995,"Planning - sequencing of events, the quantity and organization of cross-functional teams that slow down decision making, treating headcount and budget totally separate...",13
995,"Planning - sequencing of events, the quantity and organization of cross-functional teams that slow down decision making, treating headcount and budget totally separate...",2
996,"We need to improve our decision making on how to build a business model of the future while also maintaining our ""secret sauce.""  We need to determine how to keep Operators engaged and the core of what we do but also adapt the Operator model to develop a market ecosystem to allow for growth in the future.  Right now, those decisions are too slow or hesitant about true transition for the future.",53
996,"We need to improve our decision making on how to build a business model of the future while also maintaining our ""secret sauce.""  We need to determine how to keep Operators engaged and the core of what we do but also adapt the Operator model to develop a market ecosystem to allow for growth in the future.  Right now, those decisions are too slow or hesitant about true transition for the future.",13
996,"We need to improve our decision making on how to build a business model of the future while also maintaining our ""secret sauce.""  We need to determine how to keep Operators engaged and the core of what we do but also adapt the Operator model to develop a market ecosystem to allow for growth in the future.  Right now, those decisions are too slow or hesitant about true transition for the future.",54
998,We could be better at making decisions more quickly where we're trying to test and learn.,13
999,"Decisions around career bands/leveling of roles: this area needs a big check-up across the business. They are out of alignment within departments and teams, and they are not consistent from department to department. Examples: - Roles that evolved or have changed with increased responsibilities are not re-leveled. - Moving someone into a role and dropping the level that was previously at a higher level.",52
999,"Decisions around career bands/leveling of roles: this area needs a big check-up across the business. They are out of alignment within departments and teams, and they are not consistent from department to department. Examples: - Roles that evolved or have changed with increased responsibilities are not re-leveled. - Moving someone into a role and dropping the level that was previously at a higher level.",3
1001,Less of a meeting-based culture where the majority of the day is spent in meetings,7
1006,"Decisions about moving quickly to make sure the business is prepared for what Customers want, vs our competitors.",53
1006,"Decisions about moving quickly to make sure the business is prepared for what Customers want, vs our competitors.",13
1007,"Short-term priorities. We say yes to a lot, making it easy to feel overwhelmed.",4
1009,Leadership - at various levels- should continually assess what decisions they beee to be making vs delegating. Our SVP shouldn?t be making choices on font colors or $75k budget variances in this time of tremendous growth a d speed..,13
1009,Leadership - at various levels- should continually assess what decisions they beee to be making vs delegating. Our SVP shouldn?t be making choices on font colors or $75k budget variances in this time of tremendous growth a d speed..,54
1009,Leadership - at various levels- should continually assess what decisions they beee to be making vs delegating. Our SVP shouldn?t be making choices on font colors or $75k budget variances in this time of tremendous growth a d speed..,70
